,vote,sponsors,history,sponser_parties_set(),"sponser_parties_{'D', 'R'}",sponser_parties_{'D'},"sponser_parties_{'I', 'D', 'R'}","sponser_parties_{'I', 'D'}","sponser_parties_{'I', 'R'}",sponser_parties_{'I'},sponser_parties_{'R'},bill_type_B,bill_type_CR,bill_type_JR,bill_type_R,body_H,body_S,status_1,status_2,status_3,status_4,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24
10,2,0.0,0.31263858093126384,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6.069802731559654e-05,0.8670509346928388,0.003134590554254163,0.007368206526851688,6.069802731859442e-05,6.069802731550625e-05,0.0025854579825102283,0.004760381414543725,0.0042171315847567645,0.0015781487083003176,6.0698027317774305e-05,6.069802731580114e-05,6.069802731550625e-05,6.0698027316495387e-05,0.0015781487072187145,6.069802731552711e-05,6.069802731709187e-05,0.06862687983045983,0.006490849008392339,0.0037560518942224173,0.005025694671390946,0.004613050075046025,6.0698027315785424e-05,0.006048461441979697,0.012559032634070945
11,1,0.0,0.31263858093126384,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6.069802731559654e-05,0.8670509346928388,0.003134590554254163,0.007368206526851688,6.069802731859442e-05,6.069802731550625e-05,0.0025854579825102283,0.004760381414543725,0.0042171315847567645,0.0015781487083003176,6.0698027317774305e-05,6.069802731580114e-05,6.069802731550625e-05,6.0698027316495387e-05,0.0015781487072187145,6.069802731552711e-05,6.069802731709187e-05,0.06862687983045983,0.006490849008392339,0.0037560518942224173,0.005025694671390946,0.004613050075046025,6.0698027315785424e-05,0.006048461441979697,0.012559032634070945
12,2,0.0,0.31263858093126384,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6.069802731559654e-05,0.8670509346928388,0.003134590554254163,0.007368206526851688,6.069802731859442e-05,6.069802731550625e-05,0.0025854579825102283,0.004760381414543725,0.0042171315847567645,0.0015781487083003176,6.0698027317774305e-05,6.069802731580114e-05,6.069802731550625e-05,6.0698027316495387e-05,0.0015781487072187145,6.069802731552711e-05,6.069802731709187e-05,0.06862687983045983,0.006490849008392339,0.0037560518942224173,0.005025694671390946,0.004613050075046025,6.0698027315785424e-05,0.006048461441979697,0.012559032634070945
13,1,0.0,0.31263858093126384,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6.069802731559654e-05,0.8670509346928388,0.003134590554254163,0.007368206526851688,6.069802731859442e-05,6.069802731550625e-05,0.0025854579825102283,0.004760381414543725,0.0042171315847567645,0.0015781487083003176,6.0698027317774305e-05,6.069802731580114e-05,6.069802731550625e-05,6.0698027316495387e-05,0.0015781487072187145,6.069802731552711e-05,6.069802731709187e-05,0.06862687983045983,0.006490849008392339,0.0037560518942224173,0.005025694671390946,0.004613050075046025,6.0698027315785424e-05,0.006048461441979697,0.012559032634070945
14,2,0.0,0.31263858093126384,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6.069802731559654e-05,0.8670509346928388,0.003134590554254163,0.007368206526851688,6.069802731859442e-05,6.069802731550625e-05,0.0025854579825102283,0.004760381414543725,0.0042171315847567645,0.0015781487083003176,6.0698027317774305e-05,6.069802731580114e-05,6.069802731550625e-05,6.0698027316495387e-05,0.0015781487072187145,6.069802731552711e-05,6.069802731709187e-05,0.06862687983045983,0.006490849008392339,0.0037560518942224173,0.005025694671390946,0.004613050075046025,6.0698027315785424e-05,0.006048461441979697,0.012559032634070945
15,1,0.0,0.31263858093126384,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6.069802731559654e-05,0.8670509346928388,0.003134590554254163,0.007368206526851688,6.069802731859442e-05,6.069802731550625e-05,0.0025854579825102283,0.004760381414543725,0.0042171315847567645,0.0015781487083003176,6.0698027317774305e-05,6.069802731580114e-05,6.069802731550625e-05,6.0698027316495387e-05,0.0015781487072187145,6.069802731552711e-05,6.069802731709187e-05,0.06862687983045983,0.006490849008392339,0.0037560518942224173,0.005025694671390946,0.004613050075046025,6.0698027315785424e-05,0.006048461441979697,0.012559032634070945
16,2,0.0,0.31263858093126384,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6.069802731559654e-05,0.8670509346928388,0.003134590554254163,0.007368206526851688,6.069802731859442e-05,6.069802731550625e-05,0.0025854579825102283,0.004760381414543725,0.0042171315847567645,0.0015781487083003176,6.0698027317774305e-05,6.069802731580114e-05,6.069802731550625e-05,6.0698027316495387e-05,0.0015781487072187145,6.069802731552711e-05,6.069802731709187e-05,0.06862687983045983,0.006490849008392339,0.0037560518942224173,0.005025694671390946,0.004613050075046025,6.0698027315785424e-05,0.006048461441979697,0.012559032634070945
17,2,0.0,0.31263858093126384,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6.069802731559654e-05,0.8670509346928388,0.003134590554254163,0.007368206526851688,6.069802731859442e-05,6.069802731550625e-05,0.0025854579825102283,0.004760381414543725,0.0042171315847567645,0.0015781487083003176,6.0698027317774305e-05,6.069802731580114e-05,6.069802731550625e-05,6.0698027316495387e-05,0.0015781487072187145,6.069802731552711e-05,6.069802731709187e-05,0.06862687983045983,0.006490849008392339,0.0037560518942224173,0.005025694671390946,0.004613050075046025,6.0698027315785424e-05,0.006048461441979697,0.012559032634070945
18,1,0.0,0.31263858093126384,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6.069802731559654e-05,0.8670509346928388,0.003134590554254163,0.007368206526851688,6.069802731859442e-05,6.069802731550625e-05,0.0025854579825102283,0.004760381414543725,0.0042171315847567645,0.0015781487083003176,6.0698027317774305e-05,6.069802731580114e-05,6.069802731550625e-05,6.0698027316495387e-05,0.0015781487072187145,6.069802731552711e-05,6.069802731709187e-05,0.06862687983045983,0.006490849008392339,0.0037560518942224173,0.005025694671390946,0.004613050075046025,6.0698027315785424e-05,0.006048461441979697,0.012559032634070945
19,2,0.0,0.31263858093126384,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6.069802731559654e-05,0.8670509346928388,0.003134590554254163,0.007368206526851688,6.069802731859442e-05,6.069802731550625e-05,0.0025854579825102283,0.004760381414543725,0.0042171315847567645,0.0015781487083003176,6.0698027317774305e-05,6.069802731580114e-05,6.069802731550625e-05,6.0698027316495387e-05,0.0015781487072187145,6.069802731552711e-05,6.069802731709187e-05,0.06862687983045983,0.006490849008392339,0.0037560518942224173,0.005025694671390946,0.004613050075046025,6.0698027315785424e-05,0.006048461441979697,0.012559032634070945
20,1,0.0,0.31263858093126384,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6.069802731559654e-05,0.8670509346928388,0.003134590554254163,0.007368206526851688,6.069802731859442e-05,6.069802731550625e-05,0.0025854579825102283,0.004760381414543725,0.0042171315847567645,0.0015781487083003176,6.0698027317774305e-05,6.069802731580114e-05,6.069802731550625e-05,6.0698027316495387e-05,0.0015781487072187145,6.069802731552711e-05,6.069802731709187e-05,0.06862687983045983,0.006490849008392339,0.0037560518942224173,0.005025694671390946,0.004613050075046025,6.0698027315785424e-05,0.006048461441979697,0.012559032634070945
21,1,0.0,0.31263858093126384,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6.069802731559654e-05,0.8670509346928388,0.003134590554254163,0.007368206526851688,6.069802731859442e-05,6.069802731550625e-05,0.0025854579825102283,0.004760381414543725,0.0042171315847567645,0.0015781487083003176,6.0698027317774305e-05,6.069802731580114e-05,6.069802731550625e-05,6.0698027316495387e-05,0.0015781487072187145,6.069802731552711e-05,6.069802731709187e-05,0.06862687983045983,0.006490849008392339,0.0037560518942224173,0.005025694671390946,0.004613050075046025,6.0698027315785424e-05,0.006048461441979697,0.012559032634070945
